Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
Turkey,1957,May,Izmir,497,8025,Unknown,17,23,29
Spain,1957,May,Catalonia,497,97258,Human,26,18,47
Spain,1957,July,Andalusia,275,14742,Unknown,22,73,63
USA,1957,July,California,67,19623,Unknown,38,10,58
USA,1957,October,Texas,487,47410,Climate Change,17,79,4
USA,1957,August,Oregon,334,67012,Deforestation,24,37,68
Brazil,1957,September,Amazonas,144,72079,Climate Change,38,48,58
Brazil,1957,September,Mato Grosso,489,94171,Unknown,35,80,52
Greece,1957,September,Athens,64,90646,Climate Change,20,77,66
Greece,1957,August,Crete,190,68273,Human,36,38,57
Australia,1957,July,New South Wales,263,4621,Unknown,35,6,57
Australia,1957,June,Victoria,91,61277,Unknown,44,82,38
Portugal,1957,May,Lisbon,38,87244,Unknown,36,35,8
Portugal,1957,May,Porto,153,19827,Unknown,33,52,12
Italy,1957,September,Sicily,246,11664,Unknown,37,19,45
Italy,1957,July,Sardinia,356,42285,Human,35,55,59
Russia,1957,May,Siberia,348,68717,Lightning,45,15,17
Russia,1957,September,Far East,205,74742,Human,40,12,25
Canada,1957,July,British Columbia,371,36609,Lightning,36,59,63
Canada,1957,August,Alberta,308,41191,Climate Change,22,5,48
France,1957,August,Corsica,249,17710,Climate Change,38,51,19
France,1957,August,Provence,416,34864,Climate Change,44,5,47
China,1957,September,Yunnan,35,85801,Deforestation,39,32,17
China,1957,October,Sichuan,441,50613,Lightning,37,31,18
India,1957,September,Madhya Pradesh,182,25611,Deforestation,31,65,51
India,1957,June,Assam,94,51642,Unknown,22,59,59
Turkey,1958,September,Mugla,204,98806,Climate Change,37,36,11
Turkey,1958,July,Antalya,181,4644,Climate Change,17,55,12
Turkey,1958,October,Izmir,86,3433,Deforestation,19,13,29
Spain,1958,July,Catalonia,480,37950,Climate Change,35,66,47
Spain,1958,October,Andalusia,170,8596,Deforestation,31,43,31
USA,1958,September,California,5,19459,Deforestation,22,73,31
USA,1958,July,Texas,12,42964,Deforestation,44,83,37
USA,1958,August,Oregon,159,15897,Climate Change,30,48,28
Brazil,1958,September,Amazonas,257,27098,Deforestation,29,32,8
Brazil,1958,October,Mato Grosso,246,11985,Lightning,34,42,62
Greece,1958,June,Athens,62,80394,Unknown,32,54,53
Greece,1958,October,Crete,375,97017,Climate Change,35,70,44
Australia,1958,June,New South Wales,155,30512,Human,23,11,42
Australia,1958,October,Victoria,69,40549,Unknown,28,36,3
Portugal,1958,June,Lisbon,247,21795,Unknown,39,53,9
Portugal,1958,August,Porto,195,67601,Climate Change,37,36,9
Italy,1958,September,Sicily,20,50381,Deforestation,32,39,53
Italy,1958,September,Sardinia,351,21684,Lightning,45,65,65
Russia,1958,September,Siberia,365,62597,Deforestation,17,21,47
Russia,1958,October,Far East,295,39123,Climate Change,18,65,18
Canada,1958,August,British Columbia,182,59325,Lightning,32,63,28
Canada,1958,June,Alberta,270,41391,Unknown,25,88,52
France,1958,May,Corsica,287,85286,Unknown,44,13,54
France,1958,September,Provence,314,6920,Human,18,68,52
China,1958,July,Yunnan,460,53343,Unknown,37,83,32
China,1958,October,Sichuan,318,93530,Lightning,32,8,23
India,1958,July,Madhya Pradesh,339,67270,Human,28,52,66
India,1958,September,Assam,245,21629,Lightning,30,42,11
Turkey,1959,June,Mugla,297,19263,Unknown,34,53,15
Turkey,1959,October,Antalya,167,77184,Unknown,32,48,67
Turkey,1959,June,Izmir,447,6516,Lightning,32,26,59
Spain,1959,September,Catalonia,5,88379,Climate Change,39,35,32
Spain,1959,June,Andalusia,407,18328,Unknown,24,26,24
USA,1959,August,California,219,90610,Lightning,17,91,21
USA,1959,September,Texas,113,66187,Human,22,22,42
USA,1959,October,Oregon,415,40178,Climate Change,19,77,8
Brazil,1959,May,Amazonas,472,39021,Lightning,18,28,42
Brazil,1959,May,Mato Grosso,405,26832,Deforestation,21,77,13
Greece,1959,September,Athens,263,62898,Climate Change,24,37,47
Greece,1959,July,Crete,312,21259,Human,18,72,30
Australia,1959,September,New South Wales,194,96159,Unknown,34,45,66
Australia,1959,October,Victoria,452,90034,Lightning,34,41,65
Portugal,1959,July,Lisbon,346,87173,Deforestation,31,66,25
Portugal,1959,July,Porto,369,35516,Deforestation,29,54,30
Italy,1959,June,Sicily,36,85178,Human,28,72,65
Italy,1959,August,Sardinia,32,90481,Unknown,48,81,40
Russia,1959,August,Siberia,196,9404,Human,42,21,56
Russia,1959,June,Far East,84,2793,Deforestation,17,45,61
Canada,1959,September,British Columbia,302,66007,Climate Change,31,75,29
Canada,1959,October,Alberta,17,39519,Human,29,40,16
France,1959,October,Corsica,121,39342,Unknown,49,56,11
France,1959,October,Provence,177,63069,Climate Change,43,27,58
China,1959,June,Yunnan,25,211,Deforestation,24,80,31
China,1959,September,Sichuan,311,41220,Lightning,28,26,65
India,1959,September,Madhya Pradesh,389,86612,Deforestation,29,40,48
India,1959,October,Assam,218,89219,Lightning,47,43,24
Turkey,1960,July,Mugla,187,7269,Lightning,43,71,37
Turkey,1960,September,Antalya,379,25096,Human,37,49,17
Turkey,1960,June,Izmir,310,54052,Lightning,29,52,50
Spain,1960,May,Catalonia,176,30573,Unknown,20,12,46
Spain,1960,June,Andalusia,228,6934,Lightning,18,43,25
USA,1960,June,California,285,88967,Lightning,26,5,51
USA,1960,May,Texas,212,12520,Deforestation,18,10,27
USA,1960,May,Oregon,107,98011,Human,28,59,10
Brazil,1960,September,Amazonas,182,41698,Climate Change,34,76,22
Brazil,1960,May,Mato Grosso,109,18166,Climate Change,45,10,5
Greece,1960,July,Athens,353,77965,Deforestation,15,59,16
Greece,1960,September,Crete,178,56477,Human,33,43,4
Australia,1960,October,New South Wales,295,70493,Human,43,54,63
Australia,1960,August,Victoria,378,73329,Deforestation,42,62,31
Portugal,1960,June,Lisbon,395,92938,Climate Change,49,56,15
Portugal,1960,September,Porto,296,27838,Climate Change,36,76,16
Italy,1960,May,Sicily,73,4899,Unknown,25,22,43
Italy,1960,May,Sardinia,34,60658,Climate Change,30,77,35
Russia,1960,July,Siberia,273,88830,Human,19,90,32
Russia,1960,July,Far East,290,21752,Deforestation,20,36,43
Canada,1960,September,British Columbia,194,11580,Deforestation,36,92,40
Canada,1960,October,Alberta,418,3106,Lightning,46,35,41
France,1960,May,Corsica,195,31239,Lightning,27,14,33
France,1960,May,Provence,168,70143,Lightning,22,84,2
China,1960,October,Yunnan,385,15919,Human,42,49,59
China,1960,May,Sichuan,389,20611,Deforestation,38,78,37
India,1960,May,Madhya Pradesh,256,98517,Deforestation,24,87,46
India,1960,June,Assam,97,63527,Climate Change,43,85,11
Turkey,1961,July,Mugla,377,58700,Unknown,45,25,61
Turkey,1961,July,Antalya,318,22540,Climate Change,40,55,37
Turkey,1961,August,Izmir,213,15254,Deforestation,28,53,2
Spain,1961,May,Catalonia,149,14419,Lightning,48,18,60
Spain,1961,May,Andalusia,263,58309,Human,16,38,10
USA,1961,October,California,88,8824,Climate Change,39,48,26
USA,1961,May,Texas,107,70433,Unknown,40,61,38
USA,1961,September,Oregon,336,89851,Lightning,34,13,30
Brazil,1961,July,Amazonas,152,24122,Deforestation,41,89,45
Brazil,1961,July,Mato Grosso,117,3626,Lightning,37,19,14
Greece,1961,August,Athens,136,97179,Human,48,38,18
Greece,1961,August,Crete,274,76037,Deforestation,27,59,67
Australia,1961,June,New South Wales,121,32648,Unknown,26,30,62
Australia,1961,August,Victoria,327,88759,Lightning,32,57,64
Portugal,1961,September,Lisbon,287,66946,Deforestation,15,10,12
Portugal,1961,June,Porto,491,22583,Climate Change,35,89,19
Italy,1961,September,Sicily,279,94567,Climate Change,32,33,26
Italy,1961,September,Sardinia,258,52258,Deforestation,33,53,66
Russia,1961,October,Siberia,343,67607,Human,31,25,16
Russia,1961,June,Far East,491,61843,Human,18,49,33
Canada,1961,August,British Columbia,249,10276,Human,21,77,66
Canada,1961,June,Alberta,314,44258,Lightning,23,72,24
France,1961,October,Corsica,367,51024,Deforestation,22,29,36
France,1961,May,Provence,278,45042,Unknown,31,73,16
China,1961,June,Yunnan,498,79414,Lightning,19,52,27
China,1961,October,Sichuan,368,2465,Climate Change,23,24,58
India,1961,September,Madhya Pradesh,156,52431,Human,34,64,49
India,1961,October,Assam,368,6572,Climate Change,31,18,20
Turkey,1962,July,Mugla,199,7108,Unknown,46,15,3
Turkey,1962,June,Antalya,385,43252,Human,42,44,47
Turkey,1962,September,Izmir,264,33801,Climate Change,33,33,36
Spain,1962,August,Catalonia,74,4574,Unknown,22,59,67
Spain,1962,September,Andalusia,428,16220,Climate Change,45,52,62
USA,1962,August,California,170,46727,Climate Change,27,41,48
USA,1962,June,Texas,492,49706,Lightning,44,22,19
USA,1962,October,Oregon,334,77761,Lightning,21,11,66
Brazil,1962,October,Amazonas,22,79344,Human,22,78,33
Brazil,1962,May,Mato Grosso,106,80306,Human,34,19,7
Greece,1962,October,Athens,125,68002,Climate Change,29,86,14
Greece,1962,October,Crete,480,20526,Human,15,93,67
Australia,1962,October,New South Wales,36,68848,Human,46,60,25
Australia,1962,July,Victoria,264,16187,Climate Change,48,25,31
Portugal,1962,June,Lisbon,152,13043,Deforestation,39,27,60
Portugal,1962,May,Porto,357,33266,Human,48,85,53
Italy,1962,June,Sicily,173,50959,Unknown,27,72,8
Italy,1962,October,Sardinia,13,56890,Human,47,88,5
Russia,1962,May,Siberia,110,34693,Deforestation,35,92,65
Russia,1962,May,Far East,315,61164,Human,35,64,14
Canada,1962,July,British Columbia,456,52814,Unknown,21,30,25
Canada,1962,July,Alberta,270,52040,Climate Change,33,55,20
France,1962,August,Corsica,312,11065,Climate Change,44,50,22
France,1962,July,Provence,384,49992,Lightning,32,63,49
China,1962,August,Yunnan,219,37217,Climate Change,37,57,26
China,1962,October,Sichuan,392,59713,Climate Change,28,60,48
India,1962,June,Madhya Pradesh,39,6460,Human,46,28,8
India,1962,September,Assam,130,71111,Lightning,45,78,27
Turkey,1963,October,Mugla,336,2435,Deforestation,47,56,21
Turkey,1963,May,Antalya,428,68912,Unknown,36,86,49
Turkey,1963,September,Izmir,431,26355,Deforestation,48,7,69
Spain,1963,October,Catalonia,393,5869,Unknown,43,35,67
Spain,1963,August,Andalusia,351,88488,Climate Change,41,91,34
USA,1963,August,California,191,50488,Unknown,45,92,50
USA,1963,September,Texas,334,23188,Human,16,67,26
USA,1963,August,Oregon,183,90606,Human,16,74,30
Brazil,1963,September,Amazonas,461,56895,Climate Change,22,24,28
Brazil,1963,October,Mato Grosso,345,88736,Unknown,37,74,4
Greece,1963,September,Athens,461,10346,Unknown,18,9,12
Greece,1963,September,Crete,19,91171,Lightning,27,11,7
Australia,1963,June,New South Wales,34,97913,Human,42,88,40
Australia,1963,July,Victoria,393,79652,Lightning,17,44,44
Portugal,1963,May,Lisbon,410,24225,Lightning,32,52,10
Portugal,1963,May,Porto,239,75756,Deforestation,16,18,39
Italy,1963,June,Sicily,20,58328,Climate Change,25,10,4
Italy,1963,October,Sardinia,70,78403,Deforestation,36,71,32
Russia,1963,May,Siberia,258,43067,Human,29,41,28
Russia,1963,October,Far East,436,50255,Unknown,17,34,67
Canada,1963,June,British Columbia,36,87000,Deforestation,28,7,47
Canada,1963,July,Alberta,488,36276,Deforestation,24,67,41
France,1963,June,Corsica,327,23498,Lightning,23,50,56
France,1963,October,Provence,335,72223,Human,40,31,39
China,1963,October,Yunnan,30,53305,Climate Change,49,70,52
China,1963,May,Sichuan,406,28430,Unknown,17,86,8
India,1963,May,Madhya Pradesh,394,21429,Climate Change,36,43,52
India,1963,May,Assam,231,4858,Unknown,38,66,41
Turkey,1964,October,Mugla,494,41962,Human,38,6,34
Turkey,1964,September,Antalya,121,92824,Climate Change,23,10,52
Turkey,1964,September,Izmir,238,46554,Deforestation,32,57,20
Spain,1964,September,Catalonia,29,92654,Lightning,31,40,22
Spain,1964,June,Andalusia,192,83445,Human,28,12,67
USA,1964,July,California,83,543,Lightning,15,89,43
USA,1964,May,Texas,484,93849,Unknown,44,11,23
USA,1964,May,Oregon,182,88976,Lightning,22,14,15
Brazil,1964,October,Amazonas,127,61783,Deforestation,20,25,63
Brazil,1964,May,Mato Grosso,407,9147,Lightning,49,66,54
Greece,1964,October,Athens,422,95353,Unknown,24,70,9
Greece,1964,May,Crete,127,78985,Deforestation,42,14,46
Australia,1964,May,New South Wales,486,11430,Human,19,14,13
Australia,1964,June,Victoria,62,17144,Climate Change,15,7,65
Portugal,1964,May,Lisbon,76,36468,Human,46,74,22
Portugal,1964,October,Porto,287,97899,Human,42,83,67
Italy,1964,June,Sicily,346,56661,Lightning,47,11,4
Italy,1964,October,Sardinia,432,49312,Unknown,27,20,6
Russia,1964,August,Siberia,477,73609,Lightning,40,63,45
Russia,1964,July,Far East,222,27290,Human,22,8,54
Canada,1964,June,British Columbia,297,85140,Deforestation,33,5,30
Canada,1964,May,Alberta,123,37655,Human,37,9,58
France,1964,June,Corsica,138,23316,Human,27,80,5
France,1964,October,Provence,332,89123,Climate Change,45,41,46
China,1964,June,Yunnan,239,15115,Human,43,9,29
China,1964,September,Sichuan,364,66740,Climate Change,23,6,64
India,1964,July,Madhya Pradesh,120,47828,Lightning,17,55,57
India,1964,May,Assam,14,92821,Lightning,40,5,58
Turkey,1965,October,Mugla,194,43049,Lightning,15,66,57
Turkey,1965,July,Antalya,21,95714,Unknown,31,93,63
Turkey,1965,May,Izmir,400,15424,Human,39,15,61
Spain,1965,August,Catalonia,338,28049,Climate Change,31,70,37
Spain,1965,June,Andalusia,267,12403,Human,18,33,57
USA,1965,October,California,133,66146,Human,17,69,66
USA,1965,September,Texas,497,15683,Human,36,58,5
USA,1965,August,Oregon,221,31215,Human,29,78,53
Brazil,1965,September,Amazonas,464,96676,Lightning,32,51,67
Brazil,1965,May,Mato Grosso,460,5497,Lightning,40,13,22
Greece,1965,August,Athens,451,1230,Human,21,28,52
Greece,1965,June,Crete,147,19974,Unknown,42,43,5
Australia,1965,June,New South Wales,266,44753,Deforestation,24,71,16
Australia,1965,May,Victoria,223,53206,Deforestation,26,92,25
Portugal,1965,July,Lisbon,308,98817,Deforestation,48,31,65
Portugal,1965,May,Porto,356,10151,Climate Change,22,26,8
Italy,1965,October,Sicily,306,26241,Climate Change,30,83,6
Italy,1965,July,Sardinia,27,14112,Lightning,19,27,26
Russia,1965,September,Siberia,6,94585,Unknown,44,23,54
Russia,1965,September,Far East,347,31895,Lightning,47,11,2
Canada,1965,June,British Columbia,427,17526,Climate Change,38,73,66
Canada,1965,May,Alberta,259,83614,Lightning,47,36,60
France,1965,August,Corsica,361,99372,Lightning,25,23,55
France,1965,May,Provence,46,48069,Unknown,16,87,39
China,1965,June,Yunnan,109,56931,Lightning,44,79,21
China,1965,August,Sichuan,408,50402,Human,22,19,64
India,1965,July,Madhya Pradesh,281,90984,Climate Change,49,89,69
India,1965,May,Assam,436,48051,Human,45,94,63
Turkey,1966,August,Mugla,423,28457,Human,35,84,40
Turkey,1966,June,Antalya,494,55516,Unknown,29,10,67
Turkey,1966,May,Izmir,96,13540,Human,42,24,49
Spain,1966,May,Catalonia,222,60054,Deforestation,39,78,42
Spain,1966,September,Andalusia,16,48820,Climate Change,28,38,49
USA,1966,September,California,213,54918,Human,29,23,43
USA,1966,September,Texas,407,13518,Climate Change,26,87,48
USA,1966,August,Oregon,40,17633,Unknown,32,55,44
Brazil,1966,June,Amazonas,244,24260,Human,32,65,58
Brazil,1966,September,Mato Grosso,113,83560,Human,38,68,60
Greece,1966,October,Athens,421,11373,Climate Change,47,91,12
Greece,1966,June,Crete,25,72536,Lightning,39,51,48
Australia,1966,August,New South Wales,236,44875,Lightning,20,70,5
Australia,1966,September,Victoria,213,97794,Human,40,5,13
Portugal,1966,September,Lisbon,123,35355,Lightning,34,70,37
Portugal,1966,October,Porto,410,1743,Climate Change,46,63,21
Italy,1966,August,Sicily,386,55538,Lightning,17,9,57
Italy,1966,October,Sardinia,423,34521,Lightning,15,87,8
Russia,1966,August,Siberia,336,99639,Human,44,63,62
Russia,1966,September,Far East,99,82805,Human,33,8,66
Canada,1966,May,British Columbia,127,32498,Lightning,36,22,3
Canada,1966,August,Alberta,280,34726,Lightning,49,30,58
France,1966,September,Corsica,201,8933,Deforestation,34,66,35
France,1966,June,Provence,250,46747,Unknown,39,88,26
China,1966,September,Yunnan,402,85071,Deforestation,26,73,64
China,1966,June,Sichuan,442,67009,Deforestation,38,34,38
India,1966,May,Madhya Pradesh,383,55576,Deforestation,28,27,51
India,1966,September,Assam,187,11034,Unknown,47,58,62
Turkey,1967,October,Mugla,343,74590,Climate Change,45,22,45
Turkey,1967,October,Antalya,409,41746,Human,18,73,42
Turkey,1967,September,Izmir,334,88371,Climate Change,35,49,46
Spain,1967,August,Catalonia,88,23312,Deforestation,19,36,7
Spain,1967,October,Andalusia,286,17776,Climate Change,19,29,14
USA,1967,August,California,251,26539,Unknown,23,25,62
USA,1967,August,Texas,467,34941,Lightning,25,41,12
USA,1967,July,Oregon,354,29878,Lightning,37,57,66
Brazil,1967,July,Amazonas,455,88831,Unknown,44,62,55
Brazil,1967,September,Mato Grosso,373,17929,Human,22,76,20
Greece,1967,September,Athens,45,75632,Deforestation,33,30,54
Greece,1967,July,Crete,425,75603,Human,42,56,55
Australia,1967,July,New South Wales,247,99523,Climate Change,22,18,4
Australia,1967,September,Victoria,175,75776,Deforestation,45,67,27
Portugal,1967,June,Lisbon,86,45267,Unknown,47,7,5
Portugal,1967,August,Porto,264,2156,Deforestation,31,21,21
Italy,1967,October,Sicily,282,46615,Deforestation,17,92,9
Italy,1967,October,Sardinia,349,28255,Lightning,43,44,66
Russia,1967,August,Siberia,25,25674,Human,40,13,21
Russia,1967,July,Far East,296,81997,Unknown,23,26,2
Canada,1967,September,British Columbia,461,95112,Deforestation,22,17,44
Canada,1967,August,Alberta,297,69954,Human,43,92,22
France,1967,May,Corsica,333,33293,Lightning,16,72,9
France,1967,September,Provence,18,83320,Lightning,32,49,65
China,1967,June,Yunnan,164,10831,Human,47,56,19
China,1967,July,Sichuan,400,97046,Human,45,14,53
India,1967,June,Madhya Pradesh,375,96806,Climate Change,46,33,23
India,1967,August,Assam,458,73504,Deforestation,43,85,32
Turkey,1968,September,Mugla,166,30947,Human,18,6,13
Turkey,1968,July,Antalya,202,10449,Climate Change,49,52,16
Turkey,1968,September,Izmir,138,338,Human,18,26,33
Spain,1968,July,Catalonia,26,75985,Unknown,36,13,35
Spain,1968,August,Andalusia,77,65010,Climate Change,34,76,59
USA,1968,August,California,375,52086,Human,30,79,9
USA,1968,May,Texas,78,94561,Lightning,49,47,51
USA,1968,July,Oregon,236,43678,Unknown,20,51,15
Brazil,1968,June,Amazonas,211,66050,Climate Change,31,55,30
Brazil,1968,May,Mato Grosso,496,15331,Lightning,26,29,62
Greece,1968,May,Athens,73,85583,Human,45,7,68
Greece,1968,June,Crete,182,4852,Unknown,24,70,25
Australia,1968,July,New South Wales,475,70659,Lightning,33,70,61
Australia,1968,July,Victoria,454,82546,Climate Change,49,73,28
Portugal,1968,October,Lisbon,498,10208,Human,31,46,41
Portugal,1968,October,Porto,459,74793,Unknown,15,83,53
Italy,1968,July,Sicily,123,51624,Climate Change,31,57,53
Italy,1968,October,Sardinia,126,14720,Lightning,15,33,37
Russia,1968,July,Siberia,169,37696,Climate Change,46,56,13
Russia,1968,August,Far East,133,97012,Lightning,21,21,60
Canada,1968,July,British Columbia,289,20601,Deforestation,43,54,31
Canada,1968,September,Alberta,380,31549,Climate Change,34,27,69
France,1968,September,Corsica,25,20084,Deforestation,28,63,51
France,1968,August,Provence,294,11728,Human,20,73,8
China,1968,May,Yunnan,465,90073,Human,27,47,28
China,1968,August,Sichuan,391,12189,Human,47,21,46
India,1968,October,Madhya Pradesh,105,31515,Deforestation,38,33,55
India,1968,July,Assam,106,74968,Climate Change,37,35,37
Turkey,1969,May,Mugla,193,67975,Climate Change,29,56,50
Turkey,1969,October,Antalya,383,69101,Human,34,48,42
Turkey,1969,August,Izmir,498,29469,Lightning,20,72,64
Spain,1969,June,Catalonia,155,60112,Deforestation,45,48,53
Spain,1969,July,Andalusia,160,305,Lightning,41,55,61
USA,1969,October,California,78,19604,Deforestation,23,72,16
USA,1969,July,Texas,52,79019,Human,15,11,54
USA,1969,June,Oregon,272,92051,Human,21,7,64
Brazil,1969,October,Amazonas,483,83401,Deforestation,44,85,19
Brazil,1969,October,Mato Grosso,65,19675,Climate Change,40,44,9
Greece,1969,September,Athens,481,77432,Deforestation,45,31,28
Greece,1969,May,Crete,445,83140,Human,40,48,44
Australia,1969,September,New South Wales,453,37175,Unknown,31,19,35
Australia,1969,June,Victoria,340,69223,Lightning,39,83,29
Portugal,1969,May,Lisbon,390,74100,Lightning,24,13,32
Portugal,1969,June,Porto,92,98422,Human,24,59,29
Italy,1969,October,Sicily,116,43839,Deforestation,15,7,53
Italy,1969,June,Sardinia,25,18312,Lightning,23,48,40
Russia,1969,September,Siberia,29,6043,Lightning,40,68,53
Russia,1969,May,Far East,372,60140,Lightning,24,77,63
Canada,1969,June,British Columbia,487,40254,Unknown,45,23,39
Canada,1969,October,Alberta,403,50496,Climate Change,19,82,54
France,1969,June,Corsica,66,23674,Unknown,33,92,48
France,1969,July,Provence,312,13435,Human,39,50,65
China,1969,August,Yunnan,182,76894,Unknown,36,60,60
China,1969,September,Sichuan,442,54799,Lightning,22,61,48
India,1969,August,Madhya Pradesh,381,19452,Unknown,29,55,54
India,1969,June,Assam,128,80976,Climate Change,22,81,22
Turkey,1970,August,Mugla,368,54612,Deforestation,21,94,57
Turkey,1970,May,Antalya,302,74234,Unknown,29,57,17
Turkey,1970,September,Izmir,150,70135,Lightning,37,67,4
Spain,1970,October,Catalonia,491,48850,Human,15,26,15
Spain,1970,August,Andalusia,473,68419,Human,35,8,4
USA,1970,May,California,290,68482,Lightning,33,24,55
USA,1970,July,Texas,492,7649,Human,29,42,24
USA,1970,August,Oregon,198,94620,Unknown,49,78,15
Brazil,1970,July,Amazonas,250,99441,Deforestation,47,56,2
Brazil,1970,June,Mato Grosso,23,32507,Lightning,18,40,59
Greece,1970,May,Athens,363,95061,Deforestation,34,78,63
Greece,1970,June,Crete,282,45267,Deforestation,25,93,49
Australia,1970,May,New South Wales,147,70787,Climate Change,17,8,31
Australia,1970,September,Victoria,240,97656,Human,33,52,64
Portugal,1970,August,Lisbon,196,77192,Lightning,32,24,12
Portugal,1970,October,Porto,48,64675,Lightning,48,91,66
Italy,1970,June,Sicily,377,82148,Human,23,75,18
Italy,1970,July,Sardinia,116,94103,Lightning,47,8,53
Russia,1970,May,Siberia,324,51531,Climate Change,26,67,2
Russia,1970,May,Far East,470,31753,Lightning,40,65,68
Canada,1970,October,British Columbia,410,9341,Deforestation,35,45,49
Canada,1970,June,Alberta,195,89991,Human,40,25,19
France,1970,October,Corsica,175,62978,Unknown,22,33,22
France,1970,May,Provence,380,63068,Human,38,62,61
China,1970,June,Yunnan,232,3970,Lightning,16,71,53
China,1970,August,Sichuan,254,59638,Lightning,42,19,49
India,1970,September,Madhya Pradesh,255,39142,Lightning,43,58,7
India,1970,May,Assam,411,43839,Unknown,27,64,46
Turkey,1971,September,Mugla,316,92108,Climate Change,38,33,68
Turkey,1971,September,Antalya,72,12069,Unknown,29,53,33
Turkey,1971,September,Izmir,174,46626,Deforestation,21,49,66
Spain,1971,October,Catalonia,353,4701,Deforestation,38,69,49
Spain,1971,June,Andalusia,273,20295,Human,28,14,41
USA,1971,July,California,315,67490,Lightning,49,70,48
USA,1971,May,Texas,386,34122,Unknown,32,83,19
USA,1971,August,Oregon,155,45176,Lightning,22,38,3
Brazil,1971,September,Amazonas,419,28996,Unknown,20,91,20
Brazil,1971,July,Mato Grosso,113,56522,Climate Change,15,10,28
Greece,1971,August,Athens,386,73285,Lightning,37,52,69
Greece,1971,August,Crete,361,10050,Lightning,41,10,7
Australia,1971,August,New South Wales,19,36263,Human,21,55,59
Australia,1971,May,Victoria,249,89635,Climate Change,40,62,32
Portugal,1971,June,Lisbon,96,79093,Deforestation,27,28,58
Portugal,1971,October,Porto,161,67481,Climate Change,49,23,56
Italy,1971,September,Sicily,329,92303,Human,40,9,55
Italy,1971,October,Sardinia,181,51046,Unknown,28,51,15
Russia,1971,July,Siberia,207,89993,Unknown,20,69,26
Russia,1971,August,Far East,19,39237,Human,17,71,38
Canada,1971,May,British Columbia,443,83668,Unknown,15,75,20
Canada,1971,August,Alberta,378,18177,Deforestation,28,17,28
France,1971,May,Corsica,397,22668,Unknown,24,10,35
France,1971,July,Provence,184,33846,Lightning,29,21,17
China,1971,August,Yunnan,89,63275,Lightning,24,14,29
China,1971,July,Sichuan,229,11547,Deforestation,26,22,24
India,1971,August,Madhya Pradesh,138,38296,Lightning,16,34,10
India,1971,July,Assam,174,92549,Human,31,33,51
Turkey,1972,August,Mugla,227,61204,Human,33,50,47
Turkey,1972,October,Antalya,21,59045,Climate Change,30,85,8
Turkey,1972,August,Izmir,396,63915,Deforestation,32,42,55
Spain,1972,August,Catalonia,19,53055,Lightning,45,13,9
Spain,1972,October,Andalusia,407,98629,Human,18,35,4
USA,1972,July,California,343,41870,Climate Change,24,16,47
USA,1972,October,Texas,354,66655,Lightning,38,36,48
USA,1972,June,Oregon,391,72365,Lightning,27,33,39
Brazil,1972,July,Amazonas,465,84700,Lightning,34,9,21
Brazil,1972,October,Mato Grosso,369,42097,Climate Change,38,83,66
Greece,1972,October,Athens,422,58709,Deforestation,17,94,59
Greece,1972,May,Crete,385,84011,Human,30,46,22
Australia,1972,June,New South Wales,317,75004,Human,18,8,67
Australia,1972,September,Victoria,175,63905,Unknown,35,89,5
Portugal,1972,May,Lisbon,322,9558,Lightning,23,61,46
Portugal,1972,June,Porto,372,36627,Human,25,93,59
Italy,1972,August,Sicily,302,34182,Deforestation,49,54,46
Italy,1972,July,Sardinia,492,87540,Human,43,81,57
Russia,1972,September,Siberia,301,83725,Climate Change,48,79,41
Russia,1972,May,Far East,269,60687,Lightning,17,17,20
Canada,1972,June,British Columbia,356,21652,Unknown,32,82,31
Canada,1972,June,Alberta,465,35774,Deforestation,31,35,16
France,1972,May,Corsica,258,24298,Lightning,25,94,46
France,1972,August,Provence,310,37543,Climate Change,38,52,46
China,1972,September,Yunnan,446,59015,Lightning,32,53,9
China,1972,June,Sichuan,19,57420,Human,37,70,28
India,1972,September,Madhya Pradesh,309,30883,Lightning,32,68,45
India,1972,May,Assam,447,82160,Unknown,41,68,67
Turkey,1973,June,Mugla,355,21178,Human,26,80,20
Turkey,1973,May,Antalya,334,80021,Human,24,16,16
Turkey,1973,August,Izmir,392,79239,Human,48,51,40
Spain,1973,October,Catalonia,304,92438,Human,35,30,37
Spain,1973,September,Andalusia,101,16228,Climate Change,20,41,3
USA,1973,May,California,249,22878,Deforestation,19,94,42
USA,1973,July,Texas,179,61296,Unknown,19,70,60
USA,1973,August,Oregon,63,35646,Lightning,24,17,3
Brazil,1973,June,Amazonas,19,40476,Lightning,36,93,9
Brazil,1973,September,Mato Grosso,473,25593,Human,41,44,23
Greece,1973,October,Athens,194,51984,Deforestation,32,46,6
Greece,1973,July,Crete,202,7201,Climate Change,32,82,16
Australia,1973,June,New South Wales,414,42008,Unknown,46,32,40
Australia,1973,July,Victoria,164,19376,Lightning,20,15,33
Portugal,1973,August,Lisbon,357,21483,Deforestation,49,73,22
Portugal,1973,May,Porto,406,96581,Unknown,30,8,35
Italy,1973,August,Sicily,178,23042,Unknown,39,78,25
Italy,1973,May,Sardinia,121,81660,Unknown,32,10,67
Russia,1973,July,Siberia,242,1707,Deforestation,20,82,68
Russia,1973,May,Far East,176,7745,Deforestation,33,77,51
