Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude,Fires_Count_transform,Burned_Area_Km_transform,Temperature_C_transform,Wind_Speed_kmh_transform,Humidity_Percent_transform
USA,1947,July,California,31.0,955.24,Lightning,31.0,0.66,63.0,"[1941, 1951)",36.7783,-118.755997,3.4657359027997265,6.863008927569726,3.4657359027997265,4.1588830833596715,0.5068176023684519
USA,1947,October,Texas,286.0,908.44,Unknown,35.0,0.51,49.0,"[1941, 1951)",31.9686,-98.5456116,5.659482215759621,6.812829025468681,3.58351893845611,3.912023005428146,0.412109650826833
USA,1947,May,Oregon,17.0,553.68,Deforestation,46.0,0.39,20.0,"[1941, 1951)",43.8041,-120.737257,2.8903717578961645,6.318391370885664,3.8501476017100584,3.044522437723423,0.3293037471426004
Brazil,1947,October,Amazonas,180.0,522.81,Human,18.0,0.49,20.0,"[1941, 1951)",-3.0967614,-65.8561,5.198497031265826,6.26112902314758,2.9444389791664403,3.044522437723423,0.3987761199573678
Brazil,1947,September,Mato Grosso,326.0,502.26,Lightning,25.0,0.49,68.0,"[1941, 1951)",-12.2115009,-55.5716547,5.7899601708972535,6.221106935162021,3.258096538021482,4.23410650459726,0.3987761199573678
Greece,1947,September,Athens,263.0,634.97,Climate Change,33.0,0.44,51.0,"[1941, 1951)",37.9755648,23.7348324,5.575949103146316,6.455151392416271,3.5263605246161616,3.951243718581427,0.3646431135879092
Greece,1947,July,Crete,284.0,516.43,Human,24.0,0.7,45.0,"[1941, 1951)",35.3084952,24.4633423,5.652489180268651,6.248874250289811,3.218875824868201,3.828641396489095,0.5306282510621704
Australia,1947,October,New South Wales,198.0,934.32,Deforestation,43.0,0.11,54.0,"[1941, 1951)",-31.8759835,147.2869493,5.293304824724492,6.840888716725193,3.784189633918261,4.007333185232471,0.1043600153242427
Australia,1947,September,Victoria,283.0,281.0,Unknown,24.0,0.83,25.0,"[1941, 1951)",-36.5986096,144.6780052,5.648974238161206,5.641907070938114,3.218875824868201,3.258096538021482,0.6043159668533296
Portugal,1947,June,Lisbon,179.0,49.41,Climate Change,17.0,0.7,7.0,"[1941, 1951)",38.7077507,-9.1365919,5.19295685089021,3.920189568094539,2.8903717578961645,2.0794415416798357,0.5306282510621704
Portugal,1947,September,Porto,77.0,175.43,Deforestation,17.0,0.92,43.0,"[1941, 1951)",41.1502195,-8.6103497,4.356708826689592,5.172924197139975,2.8903717578961645,3.784189633918261,0.6523251860396903
Italy,1947,September,Sicily,48.0,323.1,Deforestation,20.0,0.87,27.0,"[1941, 1951)",37.587794,14.155048,3.8918202981106265,5.781052110147502,3.044522437723423,3.332204510175204,0.6259384308664953
Italy,1947,October,Sardinia,25.0,320.71,Lightning,44.0,0.31,21.0,"[1941, 1951)",40.0912813,9.0305773,3.258096538021482,5.773650518623529,3.80666248977032,3.091042453358316,0.2700271372130601
Russia,1947,June,Siberia,99.0,469.7,Climate Change,31.0,0.08,15.0,"[1941, 1951)",61.0137,99.1967,4.605170185988092,6.154220948407096,3.4657359027997265,2.772588722239781,0.0769610411361283
Russia,1947,August,Far East,384.0,738.4,Deforestation,40.0,0.94,48.0,"[1941, 1951)",63.3109,135.0,5.953243334287785,6.605839046502531,3.713572066704308,3.8918202981106265,0.6626879730752367
Canada,1947,July,British Columbia,389.0,430.03,Human,49.0,0.18,68.0,"[1941, 1951)",55.001251,-125.002441,5.966146739123692,6.066177693249838,3.912023005428146,4.23410650459726,0.1655144384775733
Canada,1947,September,Alberta,435.0,302.05,Deforestation,18.0,0.4,52.0,"[1941, 1951)",55.001251,-115.002136,6.077642243349034,5.713897808397294,2.9444389791664403,3.970291913552122,0.3364722366212129
France,1947,July,Corsica,261.0,583.15,Human,21.0,0.56,12.0,"[1941, 1951)",42.188098,9.0683139,5.568344503761097,6.370157799163158,3.091042453358316,2.5649493574615367,0.4446858212614457
France,1947,July,Provence,146.0,73.53,Unknown,24.0,0.28,62.0,"[1941, 1951)",44.0145,6.2116,4.990432586778736,4.311201728893603,3.218875824868201,4.143134726391533,0.2468600779315258
China,1947,October,Yunnan,22.0,385.85,Human,31.0,0.62,14.0,"[1941, 1951)",25.0453,102.7097,3.1354942159291497,5.958037020995463,3.4657359027997265,2.70805020110221,0.4824261492442927
China,1947,June,Sichuan,361.0,216.09,Climate Change,21.0,0.29,12.0,"[1941, 1951)",30.6509,104.0757,5.8916442118257715,5.380312014100664,3.091042453358316,2.5649493574615367,0.2546422183735807
India,1947,August,Madhya Pradesh,18.0,622.88,Climate Change,24.0,0.54,6.0,"[1941, 1951)",22.9734,78.6569,2.9444389791664403,6.435958042183625,3.218875824868201,1.9459101490553132,0.4317824164255378
India,1947,October,Assam,201.0,946.85,Unknown,38.0,0.61,27.0,"[1941, 1951)",26.2006,92.9376,5.308267697401205,6.854196261887574,3.6635616461296463,3.332204510175204,0.4762341789963716
Turkey,1948,October,Mugla,148.0,871.99,Unknown,26.0,0.79,4.0,"[1941, 1951)",37.2154,28.3634,5.003946305945459,6.771924101020273,3.295836866004329,1.6094379124341005,0.5822156198526637
Turkey,1948,August,Antalya,452.0,246.09,Climate Change,20.0,0.23,19.0,"[1941, 1951)",36.8969,30.7133,6.115892125483034,5.509752642730086,3.044522437723423,2.995732273553991,0.2070141693843261
Turkey,1948,July,Izmir,489.0,618.68,Deforestation,22.0,0.42,69.0,"[1941, 1951)",38.4237,27.1428,6.194405391104672,6.429203215766442,3.1354942159291497,4.248495242049359,0.3506568716131693
Spain,1948,August,Catalonia,176.0,387.22,Human,30.0,0.67,43.0,"[1941, 1951)",41.5912,1.5209,5.176149732573829,5.961572189242945,3.4339872044851463,3.784189633918261,0.5128236264286637
Spain,1948,October,Andalusia,338.0,47.06,Climate Change,21.0,0.8,38.0,"[1941, 1951)",37.5443,4.7278,5.82600010738045,3.872450230308323,3.091042453358316,3.6635616461296463,0.5877866649021191
USA,1948,June,California,392.0,662.77,Deforestation,17.0,0.72,63.0,"[1941, 1951)",36.7783,-118.755997,5.973809611869261,6.4979357039289365,2.8903717578961645,4.1588830833596715,0.5423242908253617
USA,1948,May,Texas,21.0,689.79,Human,23.0,0.63,10.0,"[1941, 1951)",31.9686,-98.5456116,3.091042453358316,6.537835870197855,3.1780538303479458,2.3978952727983707,0.4885800148186709
USA,1948,August,Oregon,123.0,189.3,Lightning,25.0,0.15,9.0,"[1941, 1951)",43.8041,-120.737257,4.820281565605037,5.248601774302104,3.258096538021482,2.302585092994046,0.1397619423751586
Brazil,1948,October,Amazonas,185.0,214.95,Deforestation,22.0,0.38,58.0,"[1941, 1951)",-3.0967614,-65.8561,5.225746673713202,5.37504689940671,3.1354942159291497,4.07753744390572,0.3220834991691133
Brazil,1948,September,Mato Grosso,124.0,545.18,Lightning,28.0,0.85,38.0,"[1941, 1951)",-12.2115009,-55.5716547,4.8283137373023015,6.302948591745253,3.367295829986474,3.6635616461296463,0.6151856390902335
Greece,1948,August,Athens,397.0,992.29,Unknown,42.0,0.54,21.0,"[1941, 1951)",37.9755648,23.7348324,5.986452005284438,6.901022665718705,3.7612001156935624,3.091042453358316,0.4317824164255378
Greece,1948,May,Crete,424.0,711.28,Deforestation,22.0,0.36,2.0,"[1941, 1951)",35.3084952,24.4633423,6.052089168924417,6.568471092533113,3.1354942159291497,1.0986122886681098,0.3074846997479606
Australia,1948,May,New South Wales,141.0,270.24,Lightning,46.0,0.49,10.0,"[1941, 1951)",-31.8759835,147.2869493,4.955827057601261,5.603004037815642,3.8501476017100584,2.3978952727983707,0.3987761199573678
Australia,1948,October,Victoria,88.0,41.96,Unknown,19.0,0.67,37.0,"[1941, 1951)",-36.5986096,144.6780052,4.48863636973214,3.7602694502006098,2.995732273553991,3.6375861597263857,0.5128236264286637
Portugal,1948,May,Lisbon,338.0,771.0,Unknown,28.0,0.93,69.0,"[1941, 1951)",38.7077507,-9.1365919,5.82600010738045,6.648984550024776,3.367295829986474,4.248495242049359,0.6575200029167942
Portugal,1948,May,Porto,206.0,154.3,Lightning,27.0,0.72,44.0,"[1941, 1951)",41.1502195,-8.6103497,5.332718793265369,5.045358730154642,3.332204510175204,3.80666248977032,0.5423242908253617
Italy,1948,May,Sicily,424.0,221.07,Lightning,22.0,0.31,38.0,"[1941, 1951)",37.587794,14.155048,6.052089168924417,5.402992647486168,3.1354942159291497,3.6635616461296463,0.2700271372130601
Italy,1948,August,Sardinia,157.0,165.73,Unknown,29.0,0.78,17.0,"[1941, 1951)",40.0912813,9.0305773,5.062595033026967,5.116375737572367,3.4011973816621555,2.8903717578961645,0.5766133643039938
Russia,1948,July,Siberia,161.0,606.31,Deforestation,32.0,0.62,45.0,"[1941, 1951)",61.0137,99.1967,5.087596335232384,6.409039369094324,3.49650756146648,3.828641396489095,0.4824261492442927
Russia,1948,May,Far East,20.0,276.84,Lightning,29.0,0.32,66.0,"[1941, 1951)",63.3109,135.0,3.044522437723423,5.627045408435818,3.4011973816621555,4.204692619390966,0.2776317365982795
Canada,1948,September,British Columbia,110.0,423.61,Climate Change,27.0,0.69,17.0,"[1941, 1951)",55.001251,-125.002441,4.709530201312334,6.0511711005697775,3.332204510175204,2.8903717578961645,0.5247285289349821
Canada,1948,May,Alberta,90.0,462.11,Deforestation,29.0,0.62,47.0,"[1941, 1951)",55.001251,-115.002136,4.51085950651685,6.13796460686186,3.4011973816621555,3.871201010907891,0.4824261492442927
France,1948,August,Corsica,110.0,333.68,Unknown,15.0,0.85,56.0,"[1941, 1951)",42.188098,9.0683139,4.709530201312334,5.813174851427398,2.772588722239781,4.04305126783455,0.6151856390902335
France,1948,July,Provence,189.0,850.77,Unknown,21.0,0.77,27.0,"[1941, 1951)",44.0145,6.2116,5.247024072160486,6.747316537333789,3.091042453358316,3.332204510175204,0.5709795465857378
China,1948,September,Yunnan,144.0,749.22,Climate Change,28.0,0.06,34.0,"[1941, 1951)",25.0453,102.7097,4.976733742420574,6.620366496849878,3.367295829986474,3.5553480614894135,0.0582689081239757
China,1948,May,Sichuan,266.0,720.23,Lightning,28.0,0.41,9.0,"[1941, 1951)",30.6509,104.0757,5.58724865840025,6.580958087801787,3.367295829986474,2.302585092994046,0.3435897043900769
India,1948,September,Madhya Pradesh,401.0,657.42,Unknown,32.0,0.61,39.0,"[1941, 1951)",22.9734,78.6569,5.996452088619021,6.489843025572215,3.49650756146648,3.688879454113936,0.4762341789963716
India,1948,October,Assam,198.0,56.8,Human,42.0,0.62,34.0,"[1941, 1951)",26.2006,92.9376,5.293304824724492,4.056988775678332,3.7612001156935624,3.5553480614894135,0.4824261492442927
Turkey,1949,June,Mugla,162.0,391.15,Lightning,36.0,0.73,49.0,"[1941, 1951)",37.2154,28.3634,5.093750200806762,5.971644419658675,3.610917912644224,3.912023005428146,0.5481214085096876
Turkey,1949,July,Antalya,84.0,432.48,Lightning,45.0,0.43,64.0,"[1941, 1951)",36.8969,30.7133,4.442651256490317,6.0718456590547945,3.828641396489095,4.174387269895637,0.3576744442718159
Turkey,1949,September,Izmir,400.0,495.85,Lightning,41.0,0.32,53.0,"[1941, 1951)",38.4237,27.1428,5.993961427306569,6.208288169677372,3.737669618283368,3.9889840465642745,0.2776317365982795
Spain,1949,September,Catalonia,446.0,172.16,Human,40.0,0.32,37.0,"[1941, 1951)",41.5912,1.5209,6.102558594613569,5.15421602257378,3.713572066704308,3.6375861597263857,0.2776317365982795
Spain,1949,May,Andalusia,179.0,649.18,Unknown,46.0,0.71,58.0,"[1941, 1951)",37.5443,4.7278,5.19295685089021,6.477249247630488,3.8501476017100584,4.07753744390572,0.5364933705145685
USA,1949,October,California,376.0,787.53,Unknown,46.0,0.6,24.0,"[1941, 1951)",36.7783,-118.755997,5.932245187448011,6.670170452603868,3.8501476017100584,3.218875824868201,0.4700036292457355
USA,1949,May,Texas,468.0,855.47,Deforestation,44.0,0.62,23.0,"[1941, 1951)",31.9686,-98.5456116,6.150602768446279,6.752819290881038,3.80666248977032,3.1780538303479458,0.4824261492442927
USA,1949,August,Oregon,277.0,274.87,Deforestation,29.0,0.52,33.0,"[1941, 1951)",43.8041,-120.737257,5.627621113690637,5.619929740262226,3.4011973816621555,3.5263605246161616,0.418710334858185
Brazil,1949,September,Amazonas,473.0,919.15,Human,41.0,0.2,29.0,"[1941, 1951)",-3.0967614,-65.8561,6.161207321695077,6.824536700231204,3.737669618283368,3.4011973816621555,0.1823215567939546
Brazil,1949,June,Mato Grosso,115.0,242.11,Unknown,47.0,0.37,24.0,"[1941, 1951)",-12.2115009,-55.5716547,4.7535901911063645,5.493514015811296,3.871201010907891,3.218875824868201,0.3148107398400335
Greece,1949,August,Athens,259.0,79.97,Human,30.0,0.43,46.0,"[1941, 1951)",37.9755648,23.7348324,5.560681631015528,4.394078715698023,3.4339872044851463,3.8501476017100584,0.3576744442718159
Greece,1949,October,Crete,341.0,163.67,Climate Change,46.0,0.6,25.0,"[1941, 1951)",35.3084952,24.4633423,5.834810737062605,5.103943471229908,3.8501476017100584,3.258096538021482,0.4700036292457355
Australia,1949,August,New South Wales,273.0,656.27,Unknown,29.0,0.6,54.0,"[1941, 1951)",-31.8759835,147.2869493,5.6131281063880705,6.488094892968237,3.4011973816621555,4.007333185232471,0.4700036292457355
Australia,1949,August,Victoria,186.0,165.17,Unknown,16.0,0.3,52.0,"[1941, 1951)",-36.5986096,144.6780052,5.231108616854587,5.113011360713122,2.833213344056216,3.970291913552122,0.262364264467491
Portugal,1949,June,Lisbon,344.0,235.01,Unknown,34.0,0.79,62.0,"[1941, 1951)",38.7077507,-9.1365919,5.84354441703136,5.463874177009261,3.5553480614894135,4.143134726391533,0.5822156198526637
Portugal,1949,September,Porto,301.0,833.51,Deforestation,32.0,0.53,28.0,"[1941, 1951)",41.1502195,-8.6103497,5.71042701737487,6.726844726253579,3.49650756146648,3.367295829986474,0.4252677354043441
Italy,1949,October,Sicily,334.0,933.49,Unknown,42.0,0.7,62.0,"[1941, 1951)",37.587794,14.155048,5.814130531825066,6.840000925928785,3.7612001156935624,4.143134726391533,0.5306282510621704
Italy,1949,October,Sardinia,329.0,27.73,Deforestation,24.0,0.47,60.0,"[1941, 1951)",40.0912813,9.0305773,5.799092654460526,3.3579418729911983,3.218875824868201,4.110873864173311,0.3852624007906449
Russia,1949,June,Siberia,19.0,505.06,Human,21.0,0.24,36.0,"[1941, 1951)",61.0137,99.1967,2.995732273553991,6.2266552393328585,3.091042453358316,3.610917912644224,0.2151113796169455
Russia,1949,June,Far East,249.0,358.97,Deforestation,18.0,0.28,40.0,"[1941, 1951)",63.3109,135.0,5.521460917862246,5.886020694644407,2.9444389791664403,3.713572066704308,0.2468600779315258
Canada,1949,August,British Columbia,186.0,133.22,Human,33.0,0.52,36.0,"[1941, 1951)",55.001251,-125.002441,5.231108616854587,4.899480244730094,3.5263605246161616,3.610917912644224,0.418710334858185
Canada,1949,October,Alberta,51.0,54.75,Human,49.0,0.21,43.0,"[1941, 1951)",55.001251,-115.002136,3.951243718581427,4.020877410340228,3.912023005428146,3.784189633918261,0.1906203596086497
France,1949,September,Corsica,458.0,470.71,Human,31.0,0.18,25.0,"[1941, 1951)",42.188098,9.0683139,6.129050210060545,6.156364389980701,3.4657359027997265,3.258096538021482,0.1655144384775733
France,1949,May,Provence,310.0,439.32,Climate Change,46.0,0.4,38.0,"[1941, 1951)",44.0145,6.2116,5.739792912179234,6.087501735304924,3.8501476017100584,3.6635616461296463,0.3364722366212129
China,1949,October,Yunnan,415.0,27.82,Deforestation,45.0,0.77,45.0,"[1941, 1951)",25.0453,102.7097,6.030685260261263,3.361069590571376,3.828641396489095,3.828641396489095,0.5709795465857378
China,1949,August,Sichuan,52.0,728.25,Unknown,31.0,0.76,47.0,"[1941, 1951)",30.6509,104.0757,3.970291913552122,6.592016608747831,3.4657359027997265,3.871201010907891,0.5653138090500605
India,1949,July,Madhya Pradesh,422.0,218.7,Deforestation,35.0,0.14,27.0,"[1941, 1951)",22.9734,78.6569,6.0473721790462776,5.392262979390565,3.58351893845611,3.332204510175204,0.1310282624064041
India,1949,July,Assam,140.0,284.9,Unknown,22.0,0.38,17.0,"[1941, 1951)",26.2006,92.9376,4.948759890378168,5.655642099328266,3.1354942159291497,2.8903717578961645,0.3220834991691133
Turkey,1950,May,Mugla,401.0,181.06,Unknown,41.0,0.26,28.0,"[1941, 1951)",37.2154,28.3634,5.996452088619021,5.204336303077143,3.737669618283368,3.367295829986474,0.2311117209633866
Turkey,1950,June,Antalya,113.0,920.03,Human,40.0,0.87,31.0,"[1941, 1951)",36.8969,30.7133,4.736198448394496,6.825492609014711,3.713572066704308,3.4657359027997265,0.6259384308664953
Turkey,1950,September,Izmir,12.0,29.53,Climate Change,31.0,0.69,68.0,"[1941, 1951)",38.4237,27.1428,2.5649493574615367,3.4187098067467865,3.4657359027997265,4.23410650459726,0.5247285289349821
Spain,1950,October,Catalonia,350.0,907.66,Deforestation,22.0,0.39,40.0,"[1941, 1951)",41.5912,1.5209,5.860786223465865,6.811970986804301,3.1354942159291497,3.713572066704308,0.3293037471426004
Spain,1950,August,Andalusia,311.0,359.43,Human,30.0,0.81,52.0,"[1941, 1951)",37.5443,4.7278,5.7430031878094825,5.887297763113363,3.4339872044851463,3.970291913552122,0.5933268452777344
USA,1950,September,California,315.0,331.43,Unknown,48.0,0.58,35.0,"[1941, 1951)",36.7783,-118.755997,5.755742213586912,5.806429311616344,3.8918202981106265,3.58351893845611,0.4574248470388754
USA,1950,July,Texas,405.0,429.4,Lightning,22.0,0.83,46.0,"[1941, 1951)",31.9686,-98.5456116,6.0063531596017325,6.064715008847575,3.1354942159291497,3.8501476017100584,0.6043159668533296
USA,1950,September,Oregon,276.0,802.4,Unknown,16.0,0.51,20.0,"[1941, 1951)",43.8041,-120.737257,5.6240175061873385,6.688852721925182,2.833213344056216,3.044522437723423,0.412109650826833
Brazil,1950,September,Amazonas,169.0,153.25,Unknown,36.0,0.59,35.0,"[1941, 1951)",-3.0967614,-65.8561,5.135798437050262,5.038574662785497,3.610917912644224,3.58351893845611,0.4637340162321401
Brazil,1950,July,Mato Grosso,267.0,724.22,Human,16.0,0.84,26.0,"[1941, 1951)",-12.2115009,-55.5716547,5.5909869805108565,6.58647505709942,2.833213344056216,3.295836866004329,0.6097655716208943
Greece,1950,August,Athens,467.0,618.1,Human,32.0,0.24,63.0,"[1941, 1951)",37.9755648,23.7348324,6.148468295917647,6.428266810525186,3.49650756146648,4.1588830833596715,0.2151113796169455
Greece,1950,May,Crete,212.0,810.34,Unknown,46.0,0.77,28.0,"[1941, 1951)",35.3084952,24.4633423,5.3612921657094255,6.698687201772473,3.8501476017100584,3.367295829986474,0.5709795465857378
Australia,1950,October,New South Wales,184.0,503.72,Lightning,31.0,0.53,24.0,"[1941, 1951)",-31.8759835,147.2869493,5.220355825078324,6.2240038200625545,3.4657359027997265,3.218875824868201,0.4252677354043441
Australia,1950,June,Victoria,332.0,40.8,Human,34.0,0.9,53.0,"[1941, 1951)",-36.5986096,144.6780052,5.808142489980444,3.7328963395307104,3.5553480614894135,3.9889840465642745,0.6418538861723948
Portugal,1950,May,Lisbon,167.0,324.22,Lightning,47.0,0.5,46.0,"[1941, 1951)",38.7077507,-9.1365919,5.123963979403259,5.784501876397576,3.871201010907891,3.8501476017100584,0.4054651081081644
Portugal,1950,July,Porto,226.0,726.34,Deforestation,28.0,0.7,40.0,"[1941, 1951)",41.1502195,-8.6103497,5.424950017481403,6.589394043585742,3.367295829986474,3.713572066704308,0.5306282510621704
Italy,1950,May,Sicily,22.0,578.97,Deforestation,46.0,0.25,41.0,"[1941, 1951)",37.587794,14.155048,3.1354942159291497,6.362976378064794,3.8501476017100584,3.737669618283368,0.2231435513142097
Italy,1950,August,Sardinia,31.0,763.89,Human,30.0,0.43,57.0,"[1941, 1951)",40.0912813,9.0305773,3.4657359027997265,6.639732032637967,3.4339872044851463,4.060443010546419,0.3576744442718159
Russia,1950,July,Siberia,387.0,866.4,Lightning,28.0,0.6,29.0,"[1941, 1951)",61.0137,99.1967,5.961005339623274,6.7655002314012656,3.367295829986474,3.4011973816621555,0.4700036292457355
Russia,1950,June,Far East,452.0,750.35,Human,18.0,0.61,31.0,"[1941, 1951)",63.3109,135.0,6.115892125483034,6.621871588471736,2.9444389791664403,3.4657359027997265,0.4762341789963716
Canada,1950,August,British Columbia,50.0,611.86,Lightning,27.0,0.58,9.0,"[1941, 1951)",55.001251,-125.002441,3.9318256327243257,6.418136524860544,3.332204510175204,2.302585092994046,0.4574248470388754
Canada,1950,September,Alberta,176.0,10.08,Climate Change,34.0,0.82,33.0,"[1941, 1951)",55.001251,-115.002136,5.176149732573829,2.405141681319138,3.5553480614894135,3.5263605246161616,0.598836501088704
France,1950,August,Corsica,182.0,422.03,Human,18.0,0.25,19.0,"[1941, 1951)",42.188098,9.0683139,5.209486152841421,6.047443098517248,2.9444389791664403,2.995732273553991,0.2231435513142097
France,1950,September,Provence,298.0,861.67,Unknown,35.0,0.2,17.0,"[1941, 1951)",44.0145,6.2116,5.700443573390687,6.760032230932851,3.58351893845611,2.8903717578961645,0.1823215567939546
China,1950,July,Yunnan,405.0,760.76,Human,49.0,0.56,13.0,"[1941, 1951)",25.0453,102.7097,6.0063531596017325,6.635631545446208,3.912023005428146,2.6390573296152584,0.4446858212614457
China,1950,July,Sichuan,52.0,408.25,Deforestation,29.0,0.05,67.0,"[1941, 1951)",30.6509,104.0757,3.970291913552122,6.014326216251244,3.4011973816621555,4.219507705176107,0.048790164169432
India,1950,October,Madhya Pradesh,29.0,561.63,Deforestation,23.0,0.77,52.0,"[1941, 1951)",22.9734,78.6569,3.4011973816621555,6.332622218487628,3.1780538303479458,3.970291913552122,0.5709795465857378
India,1950,September,Assam,19.0,786.13,Lightning,25.0,0.42,41.0,"[1941, 1951)",26.2006,92.9376,2.995732273553991,6.668393419019953,3.258096538021482,3.737669618283368,0.3506568716131693
Turkey,1951,June,Mugla,119.0,103.23,Lightning,31.0,0.11,40.0,"[1951, 1961)",37.2154,28.3634,4.787491742782046,4.646599995751231,3.4657359027997265,3.713572066704308,0.1043600153242427
Turkey,1951,August,Antalya,295.0,480.22,Unknown,45.0,0.93,14.0,"[1951, 1961)",36.8969,30.7133,5.69035945432406,6.176324545996583,3.828641396489095,2.70805020110221,0.6575200029167942
Turkey,1951,June,Izmir,409.0,741.95,Human,22.0,0.52,44.0,"[1951, 1961)",38.4237,27.1428,6.016157159698354,6.610628747702356,3.1354942159291497,3.80666248977032,0.418710334858185
Spain,1951,August,Catalonia,185.0,826.16,Deforestation,33.0,0.27,51.0,"[1951, 1961)",41.5912,1.5209,5.225746673713202,6.71799814668556,3.5263605246161616,3.951243718581427,0.2390169004704999
Spain,1951,July,Andalusia,303.0,483.26,Unknown,19.0,0.45,12.0,"[1951, 1961)",37.5443,4.7278,5.717027701406222,6.182621952564336,2.995732273553991,2.5649493574615367,0.371563556432483
USA,1951,September,California,473.0,343.27,Human,22.0,0.11,67.0,"[1951, 1961)",36.7783,-118.755997,6.161207321695077,5.84142623323418,3.1354942159291497,4.219507705176107,0.1043600153242427
USA,1951,October,Texas,81.0,820.81,Climate Change,34.0,0.37,30.0,"[1951, 1961)",31.9686,-98.5456116,4.406719247264253,6.71150922478608,3.5553480614894135,3.4339872044851463,0.3148107398400335
USA,1951,June,Oregon,83.0,897.22,Lightning,17.0,0.49,9.0,"[1951, 1961)",43.8041,-120.737257,4.430816798843313,6.8004150271614705,2.8903717578961645,2.302585092994046,0.3987761199573678
Brazil,1951,October,Amazonas,377.0,654.08,Lightning,15.0,0.24,53.0,"[1951, 1961)",-3.0967614,-65.8561,5.934894195619588,6.484757365581666,2.772588722239781,3.9889840465642745,0.2151113796169455
Brazil,1951,September,Mato Grosso,297.0,948.91,Deforestation,49.0,0.1,61.0,"[1951, 1961)",-12.2115009,-55.5716547,5.697093486505405,6.856367243264663,3.912023005428146,4.127134385045092,0.0953101798043248
Greece,1951,September,Athens,432.0,810.78,Climate Change,32.0,0.69,26.0,"[1951, 1961)",37.9755648,23.7348324,6.07073772800249,6.699229367491308,3.49650756146648,3.295836866004329,0.5247285289349821
Greece,1951,July,Crete,395.0,742.55,Lightning,43.0,0.48,37.0,"[1951, 1961)",35.3084952,24.4633423,5.981414211254481,6.611436013134693,3.784189633918261,3.6375861597263857,0.3920420877760237
Australia,1951,July,New South Wales,266.0,614.36,Human,34.0,0.78,38.0,"[1951, 1961)",-31.8759835,147.2869493,5.58724865840025,6.422207462400415,3.5553480614894135,3.6635616461296463,0.5766133643039938
Australia,1951,July,Victoria,17.0,173.79,Lightning,35.0,0.28,45.0,"[1951, 1961)",-36.5986096,144.6780052,2.8903717578961645,5.163585253346995,3.58351893845611,3.828641396489095,0.2468600779315258
Portugal,1951,June,Lisbon,358.0,285.75,Human,16.0,0.6,31.0,"[1951, 1961)",38.7077507,-9.1365919,5.883322388488279,5.65861075600948,2.833213344056216,3.4657359027997265,0.4700036292457355
Portugal,1951,October,Porto,242.0,69.58,Deforestation,31.0,0.17,17.0,"[1951, 1961)",41.1502195,-8.6103497,5.493061443340548,4.256746818247124,3.4657359027997265,2.8903717578961645,0.1570037488096647
Italy,1951,May,Sicily,49.0,546.92,Deforestation,20.0,0.24,64.0,"[1951, 1961)",37.587794,14.155048,3.912023005428146,6.30612929088965,3.044522437723423,4.174387269895637,0.2151113796169455
Italy,1951,September,Sardinia,109.0,589.41,Lightning,26.0,0.66,43.0,"[1951, 1961)",40.0912813,9.0305773,4.700480365792417,6.380817210812198,3.295836866004329,3.784189633918261,0.5068176023684519
Russia,1951,July,Siberia,457.0,374.05,Climate Change,41.0,0.32,27.0,"[1951, 1961)",61.0137,99.1967,6.126869184114185,5.927059350415646,3.737669618283368,3.332204510175204,0.2776317365982795
Russia,1951,July,Far East,120.0,567.24,Lightning,35.0,0.05,59.0,"[1951, 1961)",63.3109,135.0,4.795790545596741,6.342543864689555,3.58351893845611,4.0943445622221,0.048790164169432
Canada,1951,May,British Columbia,30.0,492.07,Human,27.0,0.37,7.0,"[1951, 1961)",55.001251,-125.002441,3.4339872044851463,6.200651151792987,3.332204510175204,2.0794415416798357,0.3148107398400335
Canada,1951,August,Alberta,162.0,950.25,Deforestation,45.0,0.1,12.0,"[1951, 1961)",55.001251,-115.002136,5.093750200806762,6.857776909175896,3.828641396489095,2.5649493574615367,0.0953101798043248
France,1951,September,Corsica,272.0,676.73,Lightning,49.0,0.4,18.0,"[1951, 1961)",42.188098,9.0683139,5.60947179518496,6.518748978537241,3.912023005428146,2.9444389791664403,0.3364722366212129
France,1951,August,Provence,224.0,660.41,Deforestation,38.0,0.71,31.0,"[1951, 1961)",44.0145,6.2116,5.41610040220442,6.494373919876999,3.6635616461296463,3.4657359027997265,0.5364933705145685
China,1951,October,Yunnan,254.0,377.97,Climate Change,28.0,0.45,52.0,"[1951, 1961)",25.0453,102.7097,5.541263545158426,5.937457046276627,3.367295829986474,3.970291913552122,0.371563556432483
China,1951,August,Sichuan,355.0,122.21,Unknown,26.0,0.86,10.0,"[1951, 1961)",30.6509,104.0757,5.87493073085203,4.813890216636577,3.295836866004329,2.3978952727983707,0.6205764877251099
India,1951,May,Madhya Pradesh,217.0,999.87,Human,38.0,0.76,34.0,"[1951, 1961)",22.9734,78.6569,5.384495062789089,6.908624900751495,3.6635616461296463,3.5553480614894135,0.5653138090500605
India,1951,September,Assam,58.0,367.6,Human,28.0,0.82,50.0,"[1951, 1961)",26.2006,92.9376,4.07753744390572,5.909712045235723,3.367295829986474,3.9318256327243257,0.598836501088704
