Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Greece,1944,October,Crete,113,578.71,Lightning,49,0.72,34,"[1941, 1951)",35.3084952,24.4633423
Australia,1944,September,New South Wales,316,563.27,Deforestation,33,0.47,13,"[1941, 1951)",-31.8759835,147.2869493
Australia,1944,July,Victoria,74,116.19,Unknown,41,0.45,26,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1944,June,Lisbon,263,698.15,Unknown,37,0.52,68,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1944,June,Porto,476,723.98,Unknown,25,0.31,22,"[1941, 1951)",41.1502195,-8.6103497
Italy,1944,August,Sicily,244,337.49,Climate Change,36,0.39,48,"[1941, 1951)",37.587794,14.155048
Italy,1944,October,Sardinia,416,487.21,Lightning,45,0.64,38,"[1941, 1951)",40.0912813,9.0305773
Russia,1944,September,Siberia,18,318.04,Deforestation,37,0.33,48,"[1941, 1951)",61.0137,99.1967
Russia,1944,October,Far East,119,728.93,Unknown,33,0.31,16,"[1941, 1951)",63.3109,135
Canada,1944,July,British Columbia,263,643.65,Human,33,0.15,49,"[1941, 1951)",55.001251,-125.002441
Canada,1944,September,Alberta,329,895.07,Lightning,28,0.54,27,"[1941, 1951)",55.001251,-115.002136
France,1944,September,Corsica,395,352.98,Climate Change,18,0.52,18,"[1941, 1951)",42.188098,9.0683139
France,1944,August,Provence,330,736.51,Climate Change,24,0.4,30,"[1941, 1951)",44.0145,6.2116
China,1944,October,Yunnan,8,472.47,Lightning,27,0.5,34,"[1941, 1951)",25.0453,102.7097
China,1944,September,Sichuan,468,214.26,Human,19,0.74,68,"[1941, 1951)",30.6509,104.0757
India,1944,August,Madhya Pradesh,488,706.6,Unknown,47,0.35,22,"[1941, 1951)",22.9734,78.6569
India,1944,July,Assam,479,354.99,Climate Change,46,0.3,67,"[1941, 1951)",26.2006,92.9376
Turkey,1945,August,Mugla,282,6.28,Deforestation,18,0.41,39,"[1941, 1951)",37.2154,28.3634
Turkey,1945,July,Antalya,5,808.92,Lightning,38,0.57,57,"[1941, 1951)",36.8969,30.7133
Turkey,1945,May,Izmir,12,220.46,Climate Change,41,0.56,19,"[1941, 1951)",38.4237,27.1428
Spain,1945,July,Catalonia,346,85.63,Lightning,19,0.86,4,"[1941, 1951)",41.5912,1.5209
Spain,1945,July,Andalusia,122,416.52,Deforestation,21,0.54,15,"[1941, 1951)",37.5443,4.7278
USA,1945,October,California,492,270.26,Human,41,0.33,58,"[1941, 1951)",36.7783,-118.755997
USA,1945,September,Texas,393,904.32,Unknown,20,0.06,44,"[1941, 1951)",31.9686,-98.5456116
USA,1945,August,Oregon,60,103.04,Deforestation,39,0.13,4,"[1941, 1951)",43.8041,-120.737257
Brazil,1945,June,Amazonas,180,350.86,Deforestation,46,0.05,58,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1945,September,Mato Grosso,250,985.47,Deforestation,25,0.94,56,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1945,May,Athens,350,426.48,Lightning,23,0.64,60,"[1941, 1951)",37.9755648,23.7348324
Greece,1945,August,Crete,154,274.99,Lightning,41,0.43,26,"[1941, 1951)",35.3084952,24.4633423
Australia,1945,October,New South Wales,345,753.87,Unknown,33,0.54,67,"[1941, 1951)",-31.8759835,147.2869493
Australia,1945,October,Victoria,57,61.47,Lightning,46,0.52,40,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1945,June,Lisbon,371,964.59,Climate Change,26,0.12,27,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1945,August,Porto,47,30.94,Deforestation,32,0.67,50,"[1941, 1951)",41.1502195,-8.6103497
Italy,1945,July,Sicily,159,477.06,Human,21,0.94,8,"[1941, 1951)",37.587794,14.155048
Italy,1945,July,Sardinia,497,550.21,Lightning,21,0.89,54,"[1941, 1951)",40.0912813,9.0305773
Russia,1945,October,Siberia,105,89.88,Deforestation,36,0.31,55,"[1941, 1951)",61.0137,99.1967
Russia,1945,May,Far East,8,995.15,Deforestation,17,0.07,29,"[1941, 1951)",63.3109,135
Canada,1945,May,British Columbia,419,862.53,Human,36,0.25,54,"[1941, 1951)",55.001251,-125.002441
Canada,1945,October,Alberta,464,987.13,Human,34,0.53,8,"[1941, 1951)",55.001251,-115.002136
France,1945,September,Corsica,52,425.6,Climate Change,17,0.06,17,"[1941, 1951)",42.188098,9.0683139
France,1945,October,Provence,362,816.41,Climate Change,21,0.09,57,"[1941, 1951)",44.0145,6.2116
China,1945,June,Yunnan,387,98.59,Human,27,0.34,26,"[1941, 1951)",25.0453,102.7097
China,1945,September,Sichuan,320,211.5,Climate Change,42,0.62,21,"[1941, 1951)",30.6509,104.0757
India,1945,June,Madhya Pradesh,393,520.21,Unknown,25,0.58,46,"[1941, 1951)",22.9734,78.6569
India,1945,October,Assam,297,663.99,Lightning,28,0.52,24,"[1941, 1951)",26.2006,92.9376
Turkey,1946,October,Mugla,344,618.42,Unknown,46,0.3,54,"[1941, 1951)",37.2154,28.3634
Turkey,1946,October,Antalya,184,598.68,Unknown,22,0.44,23,"[1941, 1951)",36.8969,30.7133
Turkey,1946,July,Izmir,124,290.24,Unknown,24,0.29,32,"[1941, 1951)",38.4237,27.1428
Spain,1946,September,Catalonia,223,37.64,Human,45,0.94,22,"[1941, 1951)",41.5912,1.5209
Spain,1946,August,Andalusia,453,329.99,Unknown,40,0.08,10,"[1941, 1951)",37.5443,4.7278
USA,1946,October,California,119,812.96,Unknown,19,0.27,17,"[1941, 1951)",36.7783,-118.755997
USA,1946,October,Texas,489,672.43,Human,30,0.09,8,"[1941, 1951)",31.9686,-98.5456116
USA,1946,July,Oregon,69,342.29,Climate Change,17,0.28,11,"[1941, 1951)",43.8041,-120.737257
Brazil,1946,May,Amazonas,465,920.51,Deforestation,37,0.85,17,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1946,September,Mato Grosso,300,354.26,Unknown,38,0.73,46,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1946,October,Athens,224,256.94,Climate Change,16,0.43,22,"[1941, 1951)",37.9755648,23.7348324
Greece,1946,September,Crete,255,150.01,Unknown,31,0.41,39,"[1941, 1951)",35.3084952,24.4633423
Australia,1946,October,New South Wales,438,488.04,Deforestation,45,0.47,49,"[1941, 1951)",-31.8759835,147.2869493
Australia,1946,June,Victoria,387,346.12,Human,25,0.88,11,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1946,September,Lisbon,308,722.44,Unknown,27,0.48,48,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1946,July,Porto,57,18.53,Unknown,27,0.8,45,"[1941, 1951)",41.1502195,-8.6103497
Italy,1946,August,Sicily,6,629.2,Human,48,0.91,59,"[1941, 1951)",37.587794,14.155048
Italy,1946,October,Sardinia,184,169.76,Climate Change,49,0.79,49,"[1941, 1951)",40.0912813,9.0305773
Russia,1946,May,Siberia,375,867.02,Human,28,0.13,49,"[1941, 1951)",61.0137,99.1967
Russia,1946,July,Far East,225,97.95,Unknown,32,0.64,64,"[1941, 1951)",63.3109,135
Canada,1946,September,British Columbia,219,445.06,Lightning,26,0.44,20,"[1941, 1951)",55.001251,-125.002441
Canada,1946,May,Alberta,455,563.41,Lightning,19,0.46,6,"[1941, 1951)",55.001251,-115.002136
France,1946,June,Corsica,345,372.77,Unknown,22,0.35,13,"[1941, 1951)",42.188098,9.0683139
France,1946,September,Provence,354,450.89,Deforestation,40,0.37,27,"[1941, 1951)",44.0145,6.2116
China,1946,June,Yunnan,360,908.91,Human,29,0.05,12,"[1941, 1951)",25.0453,102.7097
China,1946,June,Sichuan,69,164.5,Unknown,30,0.26,19,"[1941, 1951)",30.6509,104.0757
India,1946,May,Madhya Pradesh,290,502.85,Deforestation,35,0.84,7,"[1941, 1951)",22.9734,78.6569
India,1946,July,Assam,301,494.22,Climate Change,27,0.22,59,"[1941, 1951)",26.2006,92.9376
Turkey,1947,October,Mugla,64,918.35,Deforestation,18,0.26,25,"[1941, 1951)",37.2154,28.3634
Turkey,1947,September,Antalya,78,499.31,Lightning,31,0.91,31,"[1941, 1951)",36.8969,30.7133
Turkey,1947,June,Izmir,153,275.53,Lightning,27,0.8,10,"[1941, 1951)",38.4237,27.1428
Spain,1947,August,Catalonia,299,326.35,Climate Change,48,0.65,42,"[1941, 1951)",41.5912,1.5209
Spain,1947,September,Andalusia,339,725.97,Unknown,22,0.49,29,"[1941, 1951)",37.5443,4.7278
USA,1947,July,California,31,955.24,Lightning,31,0.66,63,"[1941, 1951)",36.7783,-118.755997
USA,1947,October,Texas,286,908.44,Unknown,35,0.51,49,"[1941, 1951)",31.9686,-98.5456116
USA,1947,May,Oregon,17,553.68,Deforestation,46,0.39,20,"[1941, 1951)",43.8041,-120.737257
Brazil,1947,October,Amazonas,180,522.81,Human,18,0.49,20,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1947,September,Mato Grosso,326,502.26,Lightning,25,0.49,68,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1947,September,Athens,263,634.97,Climate Change,33,0.44,51,"[1941, 1951)",37.9755648,23.7348324
Greece,1947,July,Crete,284,516.43,Human,24,0.7,45,"[1941, 1951)",35.3084952,24.4633423
Australia,1947,October,New South Wales,198,934.32,Deforestation,43,0.11,54,"[1941, 1951)",-31.8759835,147.2869493
Australia,1947,September,Victoria,283,281,Unknown,24,0.83,25,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1947,June,Lisbon,179,49.41,Climate Change,17,0.7,7,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1947,September,Porto,77,175.43,Deforestation,17,0.92,43,"[1941, 1951)",41.1502195,-8.6103497
Italy,1947,September,Sicily,48,323.1,Deforestation,20,0.87,27,"[1941, 1951)",37.587794,14.155048
Italy,1947,October,Sardinia,25,320.71,Lightning,44,0.31,21,"[1941, 1951)",40.0912813,9.0305773
Russia,1947,June,Siberia,99,469.7,Climate Change,31,0.08,15,"[1941, 1951)",61.0137,99.1967
Russia,1947,August,Far East,384,738.4,Deforestation,40,0.94,48,"[1941, 1951)",63.3109,135
Canada,1947,July,British Columbia,389,430.03,Human,49,0.18,68,"[1941, 1951)",55.001251,-125.002441
Canada,1947,September,Alberta,435,302.05,Deforestation,18,0.4,52,"[1941, 1951)",55.001251,-115.002136
France,1947,July,Corsica,261,583.15,Human,21,0.56,12,"[1941, 1951)",42.188098,9.0683139
France,1947,July,Provence,146,73.53,Unknown,24,0.28,62,"[1941, 1951)",44.0145,6.2116
China,1947,October,Yunnan,22,385.85,Human,31,0.62,14,"[1941, 1951)",25.0453,102.7097
China,1947,June,Sichuan,361,216.09,Climate Change,21,0.29,12,"[1941, 1951)",30.6509,104.0757
India,1947,August,Madhya Pradesh,18,622.88,Climate Change,24,0.54,6,"[1941, 1951)",22.9734,78.6569
India,1947,October,Assam,201,946.85,Unknown,38,0.61,27,"[1941, 1951)",26.2006,92.9376
Turkey,1948,October,Mugla,148,871.99,Unknown,26,0.79,4,"[1941, 1951)",37.2154,28.3634
Turkey,1948,August,Antalya,452,246.09,Climate Change,20,0.23,19,"[1941, 1951)",36.8969,30.7133
Turkey,1948,July,Izmir,489,618.68,Deforestation,22,0.42,69,"[1941, 1951)",38.4237,27.1428
Spain,1948,August,Catalonia,176,387.22,Human,30,0.67,43,"[1941, 1951)",41.5912,1.5209
Spain,1948,October,Andalusia,338,47.06,Climate Change,21,0.8,38,"[1941, 1951)",37.5443,4.7278
USA,1948,June,California,392,662.77,Deforestation,17,0.72,63,"[1941, 1951)",36.7783,-118.755997
USA,1948,May,Texas,21,689.79,Human,23,0.63,10,"[1941, 1951)",31.9686,-98.5456116
USA,1948,August,Oregon,123,189.3,Lightning,25,0.15,9,"[1941, 1951)",43.8041,-120.737257
Brazil,1948,October,Amazonas,185,214.95,Deforestation,22,0.38,58,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1948,September,Mato Grosso,124,545.18,Lightning,28,0.85,38,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1948,August,Athens,397,992.29,Unknown,42,0.54,21,"[1941, 1951)",37.9755648,23.7348324
Greece,1948,May,Crete,424,711.28,Deforestation,22,0.36,2,"[1941, 1951)",35.3084952,24.4633423
Australia,1948,May,New South Wales,141,270.24,Lightning,46,0.49,10,"[1941, 1951)",-31.8759835,147.2869493
Australia,1948,October,Victoria,88,41.96,Unknown,19,0.67,37,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1948,May,Lisbon,338,771,Unknown,28,0.93,69,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1948,May,Porto,206,154.3,Lightning,27,0.72,44,"[1941, 1951)",41.1502195,-8.6103497
Italy,1948,May,Sicily,424,221.07,Lightning,22,0.31,38,"[1941, 1951)",37.587794,14.155048
Italy,1948,August,Sardinia,157,165.73,Unknown,29,0.78,17,"[1941, 1951)",40.0912813,9.0305773
Russia,1948,July,Siberia,161,606.31,Deforestation,32,0.62,45,"[1941, 1951)",61.0137,99.1967
Russia,1948,May,Far East,20,276.84,Lightning,29,0.32,66,"[1941, 1951)",63.3109,135
Canada,1948,September,British Columbia,110,423.61,Climate Change,27,0.69,17,"[1941, 1951)",55.001251,-125.002441
Canada,1948,May,Alberta,90,462.11,Deforestation,29,0.62,47,"[1941, 1951)",55.001251,-115.002136
France,1948,August,Corsica,110,333.68,Unknown,15,0.85,56,"[1941, 1951)",42.188098,9.0683139
France,1948,July,Provence,189,850.77,Unknown,21,0.77,27,"[1941, 1951)",44.0145,6.2116
China,1948,September,Yunnan,144,749.22,Climate Change,28,0.06,34,"[1941, 1951)",25.0453,102.7097
China,1948,May,Sichuan,266,720.23,Lightning,28,0.41,9,"[1941, 1951)",30.6509,104.0757
India,1948,September,Madhya Pradesh,401,657.42,Unknown,32,0.61,39,"[1941, 1951)",22.9734,78.6569
India,1948,October,Assam,198,56.8,Human,42,0.62,34,"[1941, 1951)",26.2006,92.9376
Turkey,1949,June,Mugla,162,391.15,Lightning,36,0.73,49,"[1941, 1951)",37.2154,28.3634
Turkey,1949,July,Antalya,84,432.48,Lightning,45,0.43,64,"[1941, 1951)",36.8969,30.7133
Turkey,1949,September,Izmir,400,495.85,Lightning,41,0.32,53,"[1941, 1951)",38.4237,27.1428
Spain,1949,September,Catalonia,446,172.16,Human,40,0.32,37,"[1941, 1951)",41.5912,1.5209
Spain,1949,May,Andalusia,179,649.18,Unknown,46,0.71,58,"[1941, 1951)",37.5443,4.7278
USA,1949,October,California,376,787.53,Unknown,46,0.6,24,"[1941, 1951)",36.7783,-118.755997
USA,1949,May,Texas,468,855.47,Deforestation,44,0.62,23,"[1941, 1951)",31.9686,-98.5456116
USA,1949,August,Oregon,277,274.87,Deforestation,29,0.52,33,"[1941, 1951)",43.8041,-120.737257
Brazil,1949,September,Amazonas,473,919.15,Human,41,0.2,29,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1949,June,Mato Grosso,115,242.11,Unknown,47,0.37,24,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1949,August,Athens,259,79.97,Human,30,0.43,46,"[1941, 1951)",37.9755648,23.7348324
Greece,1949,October,Crete,341,163.67,Climate Change,46,0.6,25,"[1941, 1951)",35.3084952,24.4633423
Australia,1949,August,New South Wales,273,656.27,Unknown,29,0.6,54,"[1941, 1951)",-31.8759835,147.2869493
Australia,1949,August,Victoria,186,165.17,Unknown,16,0.3,52,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1949,June,Lisbon,344,235.01,Unknown,34,0.79,62,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1949,September,Porto,301,833.51,Deforestation,32,0.53,28,"[1941, 1951)",41.1502195,-8.6103497
Italy,1949,October,Sicily,334,933.49,Unknown,42,0.7,62,"[1941, 1951)",37.587794,14.155048
Italy,1949,October,Sardinia,329,27.73,Deforestation,24,0.47,60,"[1941, 1951)",40.0912813,9.0305773
Russia,1949,June,Siberia,19,505.06,Human,21,0.24,36,"[1941, 1951)",61.0137,99.1967
Russia,1949,June,Far East,249,358.97,Deforestation,18,0.28,40,"[1941, 1951)",63.3109,135
Canada,1949,August,British Columbia,186,133.22,Human,33,0.52,36,"[1941, 1951)",55.001251,-125.002441
Canada,1949,October,Alberta,51,54.75,Human,49,0.21,43,"[1941, 1951)",55.001251,-115.002136
France,1949,September,Corsica,458,470.71,Human,31,0.18,25,"[1941, 1951)",42.188098,9.0683139
France,1949,May,Provence,310,439.32,Climate Change,46,0.4,38,"[1941, 1951)",44.0145,6.2116
China,1949,October,Yunnan,415,27.82,Deforestation,45,0.77,45,"[1941, 1951)",25.0453,102.7097
China,1949,August,Sichuan,52,728.25,Unknown,31,0.76,47,"[1941, 1951)",30.6509,104.0757
India,1949,July,Madhya Pradesh,422,218.7,Deforestation,35,0.14,27,"[1941, 1951)",22.9734,78.6569
India,1949,July,Assam,140,284.9,Unknown,22,0.38,17,"[1941, 1951)",26.2006,92.9376
Turkey,1950,May,Mugla,401,181.06,Unknown,41,0.26,28,"[1941, 1951)",37.2154,28.3634
Turkey,1950,June,Antalya,113,920.03,Human,40,0.87,31,"[1941, 1951)",36.8969,30.7133
Turkey,1950,September,Izmir,12,29.53,Climate Change,31,0.69,68,"[1941, 1951)",38.4237,27.1428
Spain,1950,October,Catalonia,350,907.66,Deforestation,22,0.39,40,"[1941, 1951)",41.5912,1.5209
Spain,1950,August,Andalusia,311,359.43,Human,30,0.81,52,"[1941, 1951)",37.5443,4.7278
USA,1950,September,California,315,331.43,Unknown,48,0.58,35,"[1941, 1951)",36.7783,-118.755997
USA,1950,July,Texas,405,429.4,Lightning,22,0.83,46,"[1941, 1951)",31.9686,-98.5456116
USA,1950,September,Oregon,276,802.4,Unknown,16,0.51,20,"[1941, 1951)",43.8041,-120.737257
Brazil,1950,September,Amazonas,169,153.25,Unknown,36,0.59,35,"[1941, 1951)",-3.0967614,-65.8561
Brazil,1950,July,Mato Grosso,267,724.22,Human,16,0.84,26,"[1941, 1951)",-12.2115009,-55.5716547
Greece,1950,August,Athens,467,618.1,Human,32,0.24,63,"[1941, 1951)",37.9755648,23.7348324
Greece,1950,May,Crete,212,810.34,Unknown,46,0.77,28,"[1941, 1951)",35.3084952,24.4633423
Australia,1950,October,New South Wales,184,503.72,Lightning,31,0.53,24,"[1941, 1951)",-31.8759835,147.2869493
Australia,1950,June,Victoria,332,40.8,Human,34,0.9,53,"[1941, 1951)",-36.5986096,144.6780052
Portugal,1950,May,Lisbon,167,324.22,Lightning,47,0.5,46,"[1941, 1951)",38.7077507,-9.1365919
Portugal,1950,July,Porto,226,726.34,Deforestation,28,0.7,40,"[1941, 1951)",41.1502195,-8.6103497
Italy,1950,May,Sicily,22,578.97,Deforestation,46,0.25,41,"[1941, 1951)",37.587794,14.155048
Italy,1950,August,Sardinia,31,763.89,Human,30,0.43,57,"[1941, 1951)",40.0912813,9.0305773
Russia,1950,July,Siberia,387,866.4,Lightning,28,0.6,29,"[1941, 1951)",61.0137,99.1967
Russia,1950,June,Far East,452,750.35,Human,18,0.61,31,"[1941, 1951)",63.3109,135
Canada,1950,August,British Columbia,50,611.86,Lightning,27,0.58,9,"[1941, 1951)",55.001251,-125.002441
Canada,1950,September,Alberta,176,10.08,Climate Change,34,0.82,33,"[1941, 1951)",55.001251,-115.002136
France,1950,August,Corsica,182,422.03,Human,18,0.25,19,"[1941, 1951)",42.188098,9.0683139
France,1950,September,Provence,298,861.67,Unknown,35,0.2,17,"[1941, 1951)",44.0145,6.2116
China,1950,July,Yunnan,405,760.76,Human,49,0.56,13,"[1941, 1951)",25.0453,102.7097
China,1950,July,Sichuan,52,408.25,Deforestation,29,0.05,67,"[1941, 1951)",30.6509,104.0757
India,1950,October,Madhya Pradesh,29,561.63,Deforestation,23,0.77,52,"[1941, 1951)",22.9734,78.6569
India,1950,September,Assam,19,786.13,Lightning,25,0.42,41,"[1941, 1951)",26.2006,92.9376
Turkey,1951,June,Mugla,119,103.23,Lightning,31,0.11,40,"[1951, 1961)",37.2154,28.3634
Turkey,1951,August,Antalya,295,480.22,Unknown,45,0.93,14,"[1951, 1961)",36.8969,30.7133
Turkey,1951,June,Izmir,409,741.95,Human,22,0.52,44,"[1951, 1961)",38.4237,27.1428
Spain,1951,August,Catalonia,185,826.16,Deforestation,33,0.27,51,"[1951, 1961)",41.5912,1.5209
Spain,1951,July,Andalusia,303,483.26,Unknown,19,0.45,12,"[1951, 1961)",37.5443,4.7278
USA,1951,September,California,473,343.27,Human,22,0.11,67,"[1951, 1961)",36.7783,-118.755997
USA,1951,October,Texas,81,820.81,Climate Change,34,0.37,30,"[1951, 1961)",31.9686,-98.5456116
USA,1951,June,Oregon,83,897.22,Lightning,17,0.49,9,"[1951, 1961)",43.8041,-120.737257
Brazil,1951,October,Amazonas,377,654.08,Lightning,15,0.24,53,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1951,September,Mato Grosso,297,948.91,Deforestation,49,0.1,61,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1951,September,Athens,432,810.78,Climate Change,32,0.69,26,"[1951, 1961)",37.9755648,23.7348324
Greece,1951,July,Crete,395,742.55,Lightning,43,0.48,37,"[1951, 1961)",35.3084952,24.4633423
Australia,1951,July,New South Wales,266,614.36,Human,34,0.78,38,"[1951, 1961)",-31.8759835,147.2869493
Australia,1951,July,Victoria,17,173.79,Lightning,35,0.28,45,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1951,June,Lisbon,358,285.75,Human,16,0.6,31,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1951,October,Porto,242,69.58,Deforestation,31,0.17,17,"[1951, 1961)",41.1502195,-8.6103497
Italy,1951,May,Sicily,49,546.92,Deforestation,20,0.24,64,"[1951, 1961)",37.587794,14.155048
Italy,1951,September,Sardinia,109,589.41,Lightning,26,0.66,43,"[1951, 1961)",40.0912813,9.0305773
Russia,1951,July,Siberia,457,374.05,Climate Change,41,0.32,27,"[1951, 1961)",61.0137,99.1967
Russia,1951,July,Far East,120,567.24,Lightning,35,0.05,59,"[1951, 1961)",63.3109,135
Canada,1951,May,British Columbia,30,492.07,Human,27,0.37,7,"[1951, 1961)",55.001251,-125.002441
Canada,1951,August,Alberta,162,950.25,Deforestation,45,0.1,12,"[1951, 1961)",55.001251,-115.002136
France,1951,September,Corsica,272,676.73,Lightning,49,0.4,18,"[1951, 1961)",42.188098,9.0683139
France,1951,August,Provence,224,660.41,Deforestation,38,0.71,31,"[1951, 1961)",44.0145,6.2116
China,1951,October,Yunnan,254,377.97,Climate Change,28,0.45,52,"[1951, 1961)",25.0453,102.7097
China,1951,August,Sichuan,355,122.21,Unknown,26,0.86,10,"[1951, 1961)",30.6509,104.0757
India,1951,May,Madhya Pradesh,217,999.87,Human,38,0.76,34,"[1951, 1961)",22.9734,78.6569
India,1951,September,Assam,58,367.6,Human,28,0.82,50,"[1951, 1961)",26.2006,92.9376
Turkey,1952,October,Mugla,126,36.15,Lightning,40,0.69,33,"[1951, 1961)",37.2154,28.3634
Turkey,1952,May,Antalya,467,991.59,Climate Change,32,0.64,14,"[1951, 1961)",36.8969,30.7133
Turkey,1952,October,Izmir,390,214.3,Unknown,39,0.54,15,"[1951, 1961)",38.4237,27.1428
Spain,1952,October,Catalonia,80,273.19,Lightning,44,0.45,58,"[1951, 1961)",41.5912,1.5209
Spain,1952,June,Andalusia,168,787.55,Human,48,0.2,15,"[1951, 1961)",37.5443,4.7278
USA,1952,June,California,372,902.79,Human,34,0.82,41,"[1951, 1961)",36.7783,-118.755997
USA,1952,May,Texas,29,939.26,Climate Change,40,0.44,39,"[1951, 1961)",31.9686,-98.5456116
USA,1952,October,Oregon,456,49.7,Deforestation,49,0.37,34,"[1951, 1961)",43.8041,-120.737257
Brazil,1952,October,Amazonas,42,691.01,Human,42,0.82,39,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1952,August,Mato Grosso,409,196.47,Human,20,0.45,16,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1952,August,Athens,391,766.86,Deforestation,28,0.7,30,"[1951, 1961)",37.9755648,23.7348324
Greece,1952,August,Crete,158,913.5,Unknown,16,0.21,36,"[1951, 1961)",35.3084952,24.4633423
Australia,1952,June,New South Wales,372,238.65,Human,35,0.19,36,"[1951, 1961)",-31.8759835,147.2869493
Australia,1952,October,Victoria,345,818.48,Climate Change,46,0.09,19,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1952,September,Lisbon,76,118.55,Unknown,48,0.78,52,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1952,May,Porto,253,172.75,Human,48,0.79,24,"[1951, 1961)",41.1502195,-8.6103497
Italy,1952,August,Sicily,90,380.3,Lightning,34,0.81,66,"[1951, 1961)",37.587794,14.155048
Italy,1952,August,Sardinia,328,39.11,Unknown,16,0.32,27,"[1951, 1961)",40.0912813,9.0305773
Russia,1952,August,Siberia,95,557.85,Deforestation,49,0.78,54,"[1951, 1961)",61.0137,99.1967
Russia,1952,May,Far East,258,479.36,Unknown,18,0.09,69,"[1951, 1961)",63.3109,135
Canada,1952,August,British Columbia,127,468.64,Human,28,0.15,30,"[1951, 1961)",55.001251,-125.002441
Canada,1952,June,Alberta,218,35.47,Deforestation,40,0.47,37,"[1951, 1961)",55.001251,-115.002136
France,1952,September,Corsica,404,423.13,Deforestation,46,0.1,57,"[1951, 1961)",42.188098,9.0683139
France,1952,October,Provence,287,379.3,Deforestation,39,0.5,42,"[1951, 1961)",44.0145,6.2116
China,1952,May,Yunnan,346,872.85,Unknown,37,0.55,40,"[1951, 1961)",25.0453,102.7097
China,1952,May,Sichuan,270,160.45,Lightning,27,0.58,30,"[1951, 1961)",30.6509,104.0757
India,1952,October,Madhya Pradesh,429,31.52,Human,27,0.41,15,"[1951, 1961)",22.9734,78.6569
India,1952,September,Assam,77,971.95,Deforestation,47,0.75,20,"[1951, 1961)",26.2006,92.9376
Turkey,1953,June,Mugla,466,743.89,Human,33,0.55,55,"[1951, 1961)",37.2154,28.3634
Turkey,1953,July,Antalya,350,73.48,Unknown,33,0.31,49,"[1951, 1961)",36.8969,30.7133
Turkey,1953,August,Izmir,253,760.22,Human,21,0.33,44,"[1951, 1961)",38.4237,27.1428
Spain,1953,September,Catalonia,98,839.24,Deforestation,22,0.46,43,"[1951, 1961)",41.5912,1.5209
Spain,1953,September,Andalusia,158,956.05,Lightning,34,0.2,4,"[1951, 1961)",37.5443,4.7278
USA,1953,October,California,479,480.5,Lightning,48,0.49,23,"[1951, 1961)",36.7783,-118.755997
USA,1953,July,Texas,450,964.68,Unknown,37,0.64,56,"[1951, 1961)",31.9686,-98.5456116
USA,1953,September,Oregon,212,187.15,Human,40,0.53,64,"[1951, 1961)",43.8041,-120.737257
Brazil,1953,September,Amazonas,77,705.78,Human,15,0.73,57,"[1951, 1961)",-3.0967614,-65.8561
Brazil,1953,May,Mato Grosso,240,827.29,Unknown,40,0.32,41,"[1951, 1961)",-12.2115009,-55.5716547
Greece,1953,October,Athens,31,607.11,Deforestation,35,0.68,31,"[1951, 1961)",37.9755648,23.7348324
Greece,1953,June,Crete,103,163.58,Unknown,41,0.34,39,"[1951, 1961)",35.3084952,24.4633423
Australia,1953,September,New South Wales,64,218.97,Lightning,43,0.64,22,"[1951, 1961)",-31.8759835,147.2869493
Australia,1953,May,Victoria,493,733.02,Lightning,26,0.79,2,"[1951, 1961)",-36.5986096,144.6780052
Portugal,1953,June,Lisbon,263,136.66,Climate Change,37,0.13,56,"[1951, 1961)",38.7077507,-9.1365919
Portugal,1953,October,Porto,376,224.33,Deforestation,41,0.43,28,"[1951, 1961)",41.1502195,-8.6103497
Italy,1953,October,Sicily,294,172.84,Unknown,45,0.54,21,"[1951, 1961)",37.587794,14.155048
